txt,words,title,summery,summery_word,similarity,label,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",빨치산의 딸 2,남로당 소속으로 1947년부터 남한에서 비합법활동을 시작한 빨치산의 일원이었던 부모님의 삶을 저자가 사실에 입각해 재구성한 실록소설이다. 이 책은 소설의 형식을 띠기는 했지만 빨치산 활동에 직접 참여했던 인물들의 체험과 증언에 의해 철저히 뒷받침됐다. 전개되는 사건의 흐름과 지명 등장인물들의 이름은 물론 사용된 단어나 구호까지 당시 빨치산들이 쓰던 대로 최대한 살리고 있어 독자들은 한 편의 소설을 읽는 것을 넘어 한동안 그늘에 감춰진 채로 사장될 뻔했던 우리의 과거사를 다시 들여다보는 경험을 할 수 있을 것이다.,"['사실', '독자', '소설', '편의', '실록']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",애쓰지 않아도,“사람의 마음은 좀처럼 지치지를 않나봐요.자꾸만 노력하려 하고 다가가려 해요.나에게도 그 마음이 살아 있어요.”최은영 작가 신작 짧은 소설집 『애쓰지 않아도』등단 이후 줄곧 마음을 어루만지는 맑고 순한 서사 동시에 폭력에 대한 서늘한 태도를 잃지 않는 작품을 발표해온 최은영 작가의 신작 짧은 소설집 『애쓰지 않아도』가 출간되었다. 최은영 작가는 젊은작가상 한국일보문학상 대산문학상 등을 수상하며 한국문학의 중요한 이름으로 떠올랐을 뿐 아니라 두 권의 소설집(『쇼코의 미소』 『내게 무해한 사람』)과 한 권의 장편소설(『밝은 밤』)을 발표하는 동안 ‘서점인이 뽑은 올해의 작가’에 선정되는 등 독자들에게 큰 사랑을 받은 작가다.앞서 발표했던 작품들에서 인물 간의 우정과 애정을 세심하게 살폈던 최은영은 이번 짧은 소설집에서도 그 시선을 여실히 드러낸다. 우리가 여리고 민감했던 시절 몰두했던 관계를 면밀히 들여다보고 상처받아 뾰족해졌던 마음의 모서리를 쓰다듬는다. 상처를 응시하는 시선은 올곧고 바르지만 이를 감싸는 문장은 사려 깊고 따뜻하다. 어긋난 관계로 인해 상처받았던 사람이라면 최은영의 소설에서 정확한 위로를 받게 된다.마음산책 열네 번째 짧은 소설로 출간되는 이번 책은 김세희 그림 작가가 함께했다. 풍경에 스미는 빛을 포착해서 캔버스 위에 옮겨놓는 김세희 작가의 작품들은 따스한 봄을 닮았다. 애틋함이 가득한 그림들은 최은영 소설 속 인물들을 떠올리게 한다. 『애쓰지 않아도』에는 짧은 소설 열세 편과 함께 원고지 100매가량의 단편소설이 한 편 수록되어 있다. 보다 자연스럽고 경쾌하게 진행되는 짧은 소설과 어우러진 단편소설에서는 최은영 특유의 관계에 대한 진지한 탐색을 좀 더 묵직한 호흡으로 만나볼 수 있다.,"['소설', '한국', '시선', '작가', '여실히']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",소설 보다 : 겨울 2022,새로운 세대가 그려내는 겨울의 소설적 풍경독자에게 늘 기대 이상의 가치를 전하는 특별 기획 『소설 보다: 겨울 2022』가 출간되었다. 〈소설 보다〉는 문학과지성사가 분기마다 ‘이 계절의 소설’을 선정 홈페이지에 그 결과를 공개하고 이를 계절마다 엮어 출간하는 단행본 프로젝트로 2018년에 시작되었다. 선정된 작품은 문지문학상 후보로 삼는다.지난 4년간 꾸준히 출간된 〈소설 보다〉 시리즈는 젊은 작가들의 소설은 물론 선정위원이 직접 참여한 작가와의 인터뷰를 수록하여 독자들의 큰 호응을 얻었다. 앞으로도 매 계절 간행되는 〈소설 보다〉는 주목받는 젊은 작가와 독자를 가장 신속하고 긴밀하게 연결하는 가교 역할을 충실히 해낼 것이다.『소설 보다: 겨울 2022』에는 ‘이 계절의 소설’ 선정작인 김채원의 「빛 가운데 걷기」 성혜령의 「버섯 농장」 현호정의 「연필 샌드위치」 총 3편과 작가 인터뷰가 실렸다. 선정위원(강동호 선우은실 이소 이희우 조연정 조효원 홍성희)은 문지문학상 심사와 동일한 구성원이며 매번 자유로운 토론을 거쳐 작품을 선정한다. 심사평은 문학과지성사 웹사이트에서 확인할 수 있다.* 도서는 1년 동안 한정 판매될 예정이다.,"['소설', '지난', '선정', '시리즈', '계절']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",유령의 마음으로,어느 날 나와 꼭 닮았지만나보다 정확한 마음을 가진유령이 나타난다면신인 소설가 임선우의 첫 소설집 『유령의 마음으로』가 출간되었다. 한국문학을 사랑하는 독자라면 이미 임선우라는 이름과 마주한 기억이 있을 것이다. 2019년 [문학사상] 신인상을 수상하며 작품 활동을 시작한 임선우는 고요하고도 능청스러운 환상을 부려 놓은 소설들을 착실히 발표해 왔으며 풍경이 다른 섬들처럼 다양한 매력을 지닌 여덟 편의 작품들이 마침내 한 권의 책으로 엮여 나왔다.현실은 막막하고 관계는 지난하고 일상은 그 모든 막막하고 지난한 것들이 반복되는 무대다. 평범한 일상에 “아무런 예고 없이”(평론가 황예인) 펼쳐지는 임선우식 환상은 “‘나’와 타인의 관계의 문을 열어 주는 매개”임과 동시에 “‘나’ 자신에 대한 완전한 이해를 위한 역할로서 작용”(소유정)한다. 이러한 평가는 곧 타인과 자신에 대한 깊은 이해가 소멸해 가고 있는 현실에 임선우의 소설이 반드시 필요한 이유에 대한 답이 되어 준다. 유령 변종 해파리 나무가 된 사람 등 환상적 존재들은 일상적인 사건처럼 삶에 스며 인물들을 긴긴 생각에 잠기도록 만든다. 왜 내 삶에 이런 일이 벌어졌을까? 나와 똑같이 생긴 유령을 어떻게 대해야 할까? 쉬이 끝나지 않는 고민들은 점점 인물의 삶 전반에 대한 고민으로 넓어지고 독자들의 곁에도 어느새 책 속 유령이 건넨 따스한 생각들이 깊숙이 스며 있을 것이다.,"['소설가', '소설', '유령', '선우', '신인']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",예수님의 폭소,예수님은 성경에서 한 번도 웃지 않으셨다. 그러나 그러셨을 리 없다. 힘든 사람 아픈 사람 소외된 사람의 친구 예수님은 자주 웃으셨을 것이다. 이 소설에 나오는 것처럼 폭소도 터뜨리셨을 것이다.예수님은 성경에서 세 번 우셨다. 그러나 더 많이 우셨을 것이다. 타인의 얼굴에서 사람의 아들인 자신의 얼굴을 보셨기 때문이 아닐까.이 책은 최원영 작가의 다른 소설《예수의 할아버지》처럼 현대 신학자들의 생각을 기본으로 하여 예수님의 웃음이라는 숨겨진 장면을 소설로 보여주는 이야기이다.,"['웃음', '소설', '기본', '자주', '예수님']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",저만치 혼자서,“나는 한 사람의 이웃으로 이 글을 썼다.”삶에 감겨든 글 글에 감겨든 삶『강산무진』 이후 16년 김훈 두번째 소설집언제나 운명과 대면하는 인간의 자리에서 글을 써온 김훈의 소설집 『저만치 혼자서』가 출간되었다. 2006년 첫 소설집 『강산무진』을 펴낸 후 집필해온 7편의 단편소설을 묶은 두번째 소설집이다. 이처럼 김훈의 단편은 귀하다. 그가 『칼의 노래』 『현의 노래』 『남한산성』 등 한국문학의 대체 불가능한 명작 장편들을 연달아 발표하며 거장의 반열에 오른 이후로 계속해서 성실한 글쓰기와 자기 갱신을 보여왔음에도 그렇다. 그의 단편은 장편에 비해 일상적인 인물과 사건을 주로 다루는바 그렇다면 김훈은 자신과 가까운 이웃들의 이야기를 소설로 쓸 때 유독 고심한다는 뜻일까. 인간 개개인의 역사에서 일상은 결코 사소한 사건이 아님을 김훈의 단편은 먹먹할 정도로 드러내 보이고 있으므로.비루한 인간사를 허무하게 바라보던 김훈의 시선은 16년의 세월을 지나며 조금 더 애틋해진 듯하다. 물론 『저만치 혼자서』에서도 인간의 생애는 그들의 고통이나 절망과 관계없이 무심하게 흐르고 시간은 살아가는 요령을 알려주는 대가로 그들의 신체를 허물어갈 뿐이다. 인간은 나약해서 이 비참한 과정을 지켜볼 수밖에 없다. 하지만 이번 소설집에서 김훈은 그런 나약한 인간이 멈출 수 없는 시간에 초연히 몸을 맡기는 모습까지를 쓴다. 버티다보면 힘겨웠던 지난 일도 견딜 만한 기억으로 남고 감정을 터놓을 상대가 점차 사라지는 외로운 과정이 곧 인생이며 인간은 그저 시작에서 끝을 향해 갈 뿐이라는 사실을 받아들이고 다시금 삶에 임하는 김훈의 인물들은 한결 편안한 분위기를 풍긴다.,"['소설', '이번', '단편소설', '김훈', '두번째']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",나인,“어느 날 식물들의 목소리가 들리기 시작했다.”독보적 상상력 폭발하는 스토리텔링!『천 개의 파랑』 천선란 신작 장편소설재미와 감동을 전 세대에 전하는 [소설Y] 시리즈가 새로운 K-영어덜트의 세계를 펼쳐 보인다. 한국형 영어덜트 소설의 지평을 넓히는 이번 시리즈의 두 번째 권으로 제4회 한국과학문학상 대상을 수상한 천선란 작가의 신작 장편소설 『나인』이 출간되었다. 이 소설은 평범한 고등학생 ‘나인’이 어느 날 식물들의 목소리를 듣기 시작하면서 펼쳐지는 이야기다. 숲의 속삭임을 따라 우연히 2년 전 실종 사건의 전말을 알게 된 나인은 친구 미래 현재 승택과 함께 숨겨진 진실을 파헤치기 시작한다. 사소한 것도 지나치지 않는 나인과 친구들의 모습은 우리가 어떤 목소리에 귀 기울여야 하는지를 깊이 성찰하게 한다. 흡인력 있는 스토리 전개와 참신한 상상력 속도감 넘치는 서스펜스를 모두 갖춘 이 특별한 소설은 천선란 작가의 찬란한 성취로 기억될 작품이다. 어른들의 목소리에 굴하지 않고 진실을 찾는 나인의 여정을 따라가다 보면 어느새 용기라는 풀잎이 쑥 자라나 있는 것을 느낄 수 있다.,"['소설', '전하', '어덜트', '한국', '시리즈']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",절연,아시아의 젊은 소설가들이 함께 쓴 소설집 『절연』이 문학동네에서 출간되었다. 『절연』은 한국 일본 중국 대만 홍콩 티베트 베트남 태국 싱가포르에서 활동하는 9명의 작가들이 하나의 키워드로 집필한 단편소설을 모은 작품집이다. 그간 한·중·일 작가들의 작품을 모은 소설집이 출간된 적은 있지만 동남아시아의 작가들까지 참여한 앤솔러지의 출간은 이번이 최초다. ‘아시아의 젊은 작가들’이라 이름 지어진 이 다국적 프로젝트는 독특하게도 출판사가 아니라 소설가 정세랑의 기획에서 출발했다.“우정의 범위를 살짝 더 넓혀보고 싶었다는” 정세랑의 주도에 일본의 쇼가쿠칸 한국의 문학동네가 응답해 어느새 9명의 아시아 작가가 참여하고 한국과 일본에서 동시 출간되는 대형 프로젝트가 되었다. 여러 나라의 작가들이 하나의 키워드로 각기 다른 작품을 쓴다면 어떨까 라는 정세랑의 아이디어는 어렵지 않게 ‘절연’이라는 단어에 가닿았다. 팬데믹과 국제정치 갈등이 초래한 단절의 시대에 아이러니하게도 ‘절연’이라는 키워드가 각지에 떨어져 살던 작가들과 문학 독자들의 새로운 연결을 만들어낸 셈이다.『절연』에는 『시선으로부터』 등으로 대중과 문학계의 큰 주목을 받고 있는 한국의 정세랑 외에 『편의점 인간』으로 아쿠타가와상을 수상하며 세계적인 작가로 자리매김하고 국내에도 다수의 팬을 보유한 일본의 무라타 사야카 SF계의 노벨상이라 일컬어지는 휴고상을 수상한 중국의 하오징팡을 비롯한 여러 아시아 작가들의 다채로운 소설들이 담겨 있다. ‘혼돈’이 가득한 사회를 떠나 ‘무無’가 되고 싶어하는 사람들(일본) 부정적인 감정을 품으면 정서 구치소에 수감되는 ‘긍정 도시’의 사람들(중국) 연속되는 공론화 가운데 윤리관의 차이로 절연하는 친구들(한국) 혁명 속에서 만나고 이별하는 연인들의 이야기(태국) 등 프로젝트에 동참한 작가들은 때로는 상상의 힘을 빌려 때로는 치열한 현실의 재현을 통해 우리의 삶을 생생하게 그려냈다. 함께 살아가고 있지만 여전히 익숙하면서도 낯선 아시아의 면면들. 『절연』은 우리 시대의 작가들이 펼쳐 보이는 지금-여기의 아시아 문학을 만나는 드물고 귀한 기회가 될 것이다.한국어판 말미에는 정세랑과 무라타 사야카가 서울에서 만나 ‘절연’이라는 주제와 아시아인이라는 정체성 수록작에 대해 나눈 대담이 수록되어 있다.,"['소설가', '소설', '최초', '아시아', '작가']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",나는 나를 파괴할 권리가 있다,충격적 신예의 가장 강렬한 자기 출현 예고!『나는 나를 파괴할 권리가 있다』 개정판김영하 등단 25주년을 맞이해 시작된 ‘복복서가×김영하 소설’ 시리즈. ‘자살안내인’이라는 기괴한 직업을 가진 화자를 등장시켜 그가 만난 ‘고객’들의 일탈적 삶과 죽음을 이야기하는 『나는 나를 파괴할 권리가 있다』는 한국문학의 감수성을 김영하 출현 이전과 이후로 갈라놓은 문제작이다. 복복서가판은1996년 초판의 모습을 보존한다는 취지에 충실했던 지난 개정판들과 달리 원숙기에 접어든 작가가 세밀하게 다듬은 마지막 결정판이 될 것으로 보인다.많은 비평이 이 소설의 이야기 요소들을 즉자적으로 받아들여 진지하게 분석하지만 이 작품의 가장 독창적인 측면은 ‘파괴’를 유희의 한 양식으로 다뤘다는 점이다. 소설 속에서 표류하고 질주하고 무너져가는 인물들과 달리 일관되게 깔끔한 톤과 매너로 자신의 일을 착착 진행시켜나가는 인물 즉 자살안내인이 하고 있는 일은 다름 아닌 ‘글쓰기’다. 자살안내인의 다른 직업은 예술가고 그는 잉여로서의 삶이 부과하는 권태를 견디는 수단으로 소설을 택한 인물이다. 어쩌면 『나는 나를 파괴할 권리가 있다』는 김영하라는 신인 소설가가 장차 무수한 독자들을 유인해 자신이 구축한 픽션 세계로 이리저리 이끌고 다니리라는 미혹의 피리 부는 사나이를 예고한 소설이었는지 모른다.,"['개정판', '소설', '등단', '복서', '김영하']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",고래,"제1회 <새의 선물>의 은희경 제2회 <아무 곳에도 없는 남자>의 전경린 제3회 <예언의 도시>의 윤애순 제5회 <숲의 왕>의 김영래 제8회 <그녀는 조용히 살고 있다>의 이해경... 문학동네 소설상이 오랜만에 당선작을 냈다. 주인공은 지난해 여름 '문학동네 신인상'을 통해 등단한 천명관씨. 등단작 '프랭크와 나'를 제외하곤 아무 작품도 발표하지 않은 진짜 신인이다.'이 소설을 '특별하다'고 표현할 수밖에 없'다는 임철우 '자신과는 소설관이 다른 심사위원의 동의까지 얻어냈다는 사실이 작가로서는 힘있는 출발'이라 말하는 은희경 '소설이 갈 수 있는 최대의 영역으로 발을 들여놓'았다고 평하는 신수정까지. 추천글부터 심상치 않다.소설의 1부 2부에서는 산골 소녀에서 소도시의 기업가로 성공하는 금복의 일대기와 주변 인물들의 천태만상이 그려진다. 3부는 감옥을 나온 뒤 폐허가 된 벽돌공장에 돌아온 금복의 딸이자 정신박약아인 춘희의 삶을 담고 있다. ""이 모든 이야기가 한 편의 복수극""이라는 작가의 말대로 소설의 시작부터 끝까지 한을 품고 죽은 박색 노파가 등장 주인공을 파국으로 이끈다는 설정이다.조각조각 수십 개의 에피소드가 꼬리에 꼬리를 물고 이어진다. '세상에 떠도는 이야기'들을 모두 모아놓은 양 할아버지 할머니한테 듣던 옛날 이야기 동화책에서 본 설화와 신화 TV 연속극 같은 스토리 인터넷에 떠도는 엽기 유머 등이 섞여든다.맨몸으로 시작해 큰 사업가가 된 한 사람의 이야기인가 싶으면 벽돌을 굽는 한 장인에 대한 이야기이고 다시 여러 시대를 살다 간 인물들의 지난 세기의 이야기인가 하면 바로 오늘날의 이야기이기도 하다. 한마디로 설명하기 어려운 썩 인상적인 데뷔작.","['소설', '산골', '영역', '소녀', '최대']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",아라의 소설,짧고 재미있는 깊고 강렬한 정세랑 월드의 다이제스트 정세랑 미니픽션 〈아라의 소설〉이 안온북스에서 출간되었다. 〈아라의 소설〉은 작가가 처음으로 선보이는 ‘엽편소설집’으로 작가의 등단 초기인 2011년부터 불과 몇 개월 전의 작품까지 긴 시기를 두고 다양한 매체에 발표한 짧은 소설을 실었다. 200자 원고지 20~30매의 엽편(葉片)에서부터 70매에 달하는 단편소설까지 다양한 분량의 작품이 담긴 『아라의 소설』은 단순히 ‘짧은 소설’ 혹은 ‘엽편소설’이라는 말로 다 전달할 수 없는 넓이와 깊이가 있다. 작가가 “가장 과감한 주인공에게 자주 붙이는” 이름이라는 ‘아라’는 책 속 여러 작품에서 반복해 등장한다. 소설가의 정체성을 지닌 아라는 짐짓 작가의 분신처럼 보이지만 작품 전반의 세계관을 지탱하는 친절하고도 신랄한 캐릭터다. 아라의 고향 아라의 경험 아라의 친구 아라의 세대 등으로 드러나는 정세랑 월드의 단면은 그 뒤의 존재할 거대한 무언가를 상상하게 한다. 그 상상이 무엇이든 그것은 바로 당신의 이야기일 것이다. 아라를 통해 우리의 이야기를 쓰는 것 그것의 정세랑의 글쓰기이고 ‘아라의 소설’이다.,"['엽편', '글쓰기', '아라', '소설', '처음']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",대도시의 사랑법,여름밤 나의 아름다운 도시 어쩌면 너 때문에젊은 소설의 첨단 박상영 신작 소설2019년 젊은작가상 대상을 수상하고 한권의 소설집(『알려지지 않은 예술가의 눈물과 자이툰 파스타』)이 일약 수많은 독자들을 매료한 박상영의 연작소설 『대도시의 사랑법』이 출간되었다. 젊은작가상 대상 수상작 「우럭 한점 우주의 맛」을 비롯해 발표와 동시에 화제가 됐던 4편의 중단편을 모은 연작소설이자 작가의 두번째 소설집으로 청춘의 사랑과 이별의 행로를 때로는 유머러스하고 경쾌하게 그려내고 때로는 밀도 높게 성찰하는 아름다운 작품들이다.책을 묶는 과정에서 크고 작은 개작을 거친바 “모두 같은 존재인 동시에 모두 다른 존재”(‘작가의 말’)인 30대 초반의 작가 ‘영’이 좌충우돌하며 삶과 사랑을 배워 나가는 과정이 놀랍도록 흥미롭고 깊이 있게 펼쳐진다. 여름의 도시 풍경과 한데 어우러져 강한 인상을 남기는 ‘읽다 마는 일을 결코 할 수 없는’(김하나 추천사) 빼어난 소설이다. 그것을 방증하듯 출간 전에 이미 영국 Tilted Axis Press와 번역 출간 계약이 이루어졌다. 『채식주의자』 번역으로 한강 작가와 함께 2016년 맨부커인터내셔널상을 수상한 데보라 스미스의 큰 관심으로 한국소설로는 이례적인 일을 맞았다.,"['소설', '박상영', '한국', '이례', '첨단']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",노랜드,“언니는 나를 믿어요?”한국 문학의 빛나는 별 천선란 두 번째 소설집 출간!경이롭고 헤아릴 수 없는 열 편의 이야기상처 입은 존재들의 사랑과 회복의 서사를 우아하고 경이로운 소설적 상상력으로 보여주었던 천선란 작가가 신작 소설집 『노랜드』로 돌아왔다. 『노랜드』에는 멸망하는 세계 속에서도 느리지만 꿋꿋하게 희망을 곁에 두는 열 편의 작품이 담겨 있다. SF 소설이기도 하고 순문학이기도 하며 아포칼립스 서사이자 추리와 스릴러를 넘나드는 느리지만 자유롭고 아름답지만 무서운 이야기들이다.분명 가상의 이야기이건만 『노랜드』 속 인물들은 당장이라도 우리가 사는 이 세계로 뛰쳐나올 것처럼 생생하게 살아 있다. 그건 아마도 ‘사랑하고 싶어 소설을 읽고 삶을 알고 싶어 소설을 읽는다’는 작가의 마음이 소설집 곳곳에 온전히 담겨서일 것이다. 천선란 작가는 소설 속 인물의 입을 빌려 우리에게 묻는다. ‘언니는 나를 믿어요?’라고. 그 물음은 ‘나를 믿어요?’라는 확인으로도 ‘소설을 믿나요?’라는 질문으로도 ‘소설이 느리지만 반드시 이 세계를 더 나아지게 한다는 걸 믿으세요?’라는 외침으로도 들린다.그렇게 우리가 이야기에 대한 믿음을 두 손에 꼭 쥔 채 『노랜드』를 읽어나갈 때 소설 바깥에서 불어온 시원하고 파리한 바람은 우리의 눈을 멀게 했던 까맣고 역한 불행을 저만치 치워버릴 수 있다. 그리고 그제야 비로소 우리는 푸른 점들로 가득한 저 너머를 가상의 세계가 아닌 수많은 진짜 이야기가 묻혀 있는 아름다운 땅 ‘노랜드’를 보게 될 것이다. “사랑하고 싶어 소설을 읽고 삶을 알고 싶어 소설을 읽는 가끔은 더 지치고 싶어 소설을 읽는” 모든 사람들과 함께.,"['문학', '소설', '세계', '한국', '사랑']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",숲의 애가,무한한 상상력과 넘치는 애정으로 현세대 작가들이 새롭게 쓴 한국 판타지 대작 『눈물을 마시는 새』의 뒷이야기!이영도 작가의 대작 판타지 소설 『눈물을 마시는 새』의 뒷이야기를 담은 앤솔러지 『숲의 애가』가 황금가지에서 출간되었다. 『눈물을 마시는 새』는 한국판 『반지의 제왕』이라고 불릴 정도의 독창적인 세계관과 놀라운 스토리텔링으로 국내 판타지 소설 중 독자들에게 최고로 꼽히는 작품이다. 현재 대만과 러시아에서 번역 출판되었으며 최근 영미권 독일 이탈리아 폴란드 등 서구 10개국에 수출되며 총 수출액 6억여 원(약 50만 불)을 초과 기록했다. 특히 한국 출판 저작물 역사상 최고 수출 금액 기록도 달성하였다. 『숲의 애가』는 『눈물을 마시는 새』의 오디오북 제작을 기념하여 황금가지가 운영하는 웹소설 플랫폼 브릿G에서 실시한 백일장을 통해 공모한 여섯 개의 작품으로 이루어져 있다. 당시 백일장은 이영도 작가의 작품을 읽고 본격적인 작가의 길로 들어서게 된 일명 ‘이영도 키즈’들이 대거 참여하며 주목을 받았으며 이영도 작가가 직접 글을 읽고 심사평을 써 온라인에서 큰 화제를 낳았다. 수록된 작품들은 『눈물을 마시는 새』의 팬들이 가장 궁금해하는 케이건과 여름의 사랑 이야기 설정과 관련된 독창적인 스토리 본편 이후의 세계관 등을 담았으며 각각 두 편씩 본작의 과거 현재 미래를 다루고 있다. 또한 표지는 기존 국내에서 찾기 힘들었던 『눈물을 마시는 새』의 대만판 공식 표지 일러스트를 활용하여 제작되어 기존 팬들에게 각별한 의미를 더한다. 황금가지는 2023년 『눈물을 마시는 새』 출판 20주년을 기념하여 백성민 화백과 함께 일러스트 특별판본을 준비하고 있다.표제작 「숲의 애가」는 원작의 주인공 케이건과 그의 죽은 아내 여름의 애달픈 과거사를 담았으며 「극을 이끄는 달빛」은 작중 경이로운 기록을 세운 인물인 레누카에 대한 이야기를 담아 냈다. 「시라스 시에도 : 시체 부활자」는 작품의 설정에 SF와 코스믹 호러를 접합한 새로운 작품이다. 「별철은 녹슬지 않아」는 자신의 무기를 물에 빠뜨려 버린 레콘의 이야기를 감동적으로 풀어냈다. 「황혼의 피 새벽의 눈물」은 원작의 결말을 이어 사라진 케이건에게 안녕을 고하는 사모 페이와 수탐자들의 뒷이야기를 펼쳐간다. 「왕을 위한 장송곡」은 원작의 주연들은 물론 『눈물을 마시는 새』의 후속작 『피를 마시는 새』의 등장인물들이 출연하며 그사이의 이야기를 잇는다.,"['독자', '소설', '대작', '한국', '판타지']",0.125,0,,,,
고등학교 교과서에 나오는 소설 인문학 소설,"['인문학', '교과서', '고등학교', '소설']",행성어 서점,“내가 당신을 한 번만 안아봐도 될까요?”한국 SF문학의 새로운 지평을 연 김초엽 신작 짧은 소설집열네 편의 낯설고도 감각적인 이야기[마음산책 짧은 소설] 열두 번째 작품은 한국 SF문학의 새로운 지평을 연 소설가 김초엽의 『행성어 서점』이다. 그는 “산뜻한 이야기의 마을”에서 수집해온 열네 편의 이야기를 진진하게 펼쳐간다. 우리가 발 딛고 선 현실에서 출발하는 작품들은 장애와 혐오 이종(異種)간의 갈등과 공존 환경 파괴 같은 동시대적인 문제의식을 안은 채 우주적 세계로 향한다. 수술 후유증으로 무엇이든 몸에 닿으면 끔찍한 고통을 느끼는 ‘접촉 증후군’ 환자 파히라(「선인장 끌어안기」) 뇌에 통역 모듈을 심어 수만 개의 은하 언어를 알 수 있는 세상에서 시술 부적응자로 살아가는 교수(「행성어 서점」) 균사체 연결망이 집단 지능을 구축하고 있는 늪에 갑자기 나타난 유약한 미지의 소년(「늪지의 소년」) 폐허 직전의 휴게소 한 편에 위치한 기이한 식당의 의문투성이 주인(「지구의 다른 거주자들」)은 이 세계의 별종이자 이방인들이다. 김초엽은 나와 다른 타자 나아가 소수자의 삶을 독자가 직접 마주 보게 함으로써 다양성에 대한 인식과 긍정을 넘어 공존을 모색하도록 도모한다.[마음산책 짧은 소설]은 글과 그림의 조화로운 결합으로 많은 사랑을 받아왔다. 이번 『행성어 서점』에는 한국과 뉴질랜드에서 활동하며 초현실주의 그림으로 주목받고 있는 신예 일러스트레이터 최인호(Dion Choi)가 함께했다. 동화 같은 상상력에 부드럽고 따뜻한 색감을 덧입힌 서정적인 그림들은 이야기의 여운을 배가시킨다.,"['소설', '감각', '한국', '편의', '작품']",0.125,0,,,,
